sentenceID,sentenceText
DDI-DrugBank.d87.s5,"when the drugs were administered together, the effects were additive."
DDI-DrugBank.d87.s6,The effects of concomitant administration of TAMBOCOR and propranolol on the PR interval were less than additive.
DDI-DrugBank.d87.s7,"In TAMBOCOR clinical trials, patients who were receiving beta blockers concurrently did not experience an increased incidence of side effects."
DDI-DrugBank.d87.s8,"Nevertheless, the possibility of additive negative inotropic effects of beta blockers and flecainide should be recognized."
DDI-DrugBank.d87.s9,Flecainide is not extensively bound to plasma proteins.
DDI-DrugBank.d87.s10,In vitro studies with several drugs which may be administered concomitantly showed that the extent of flecainide binding to human plasma proteins is either unchanged or only slightly less.
DDI-DrugBank.d87.s11,"Consequently, interactions with other drugs which are highly protein bound (e.g., anticoagulants ) would not be expected."
DDI-DrugBank.d87.s12,TAMBOCOR has been used in a large number of patients receiving diuretics without apparent interaction.
DDI-DrugBank.d87.s13,"Limited data in patients receiving known enzyme inducers ( phenytoin, phenobarbital, carbamazepine ) indicate only a 30% increase in the rate of flecainide elimination."
DDI-DrugBank.d87.s14,"In healthy subjects receiving cimetidine (1 gm daily) for one week, plasma flecainide levels increased by about 30% and half-life increased by about 10%."
DDI-DrugBank.d87.s15,"When amiodarone is added to flecainide therapy, plasma flecainide levels may increase two-fold or more in some patients, if flecainide dosage is not reduced."
DDI-DrugBank.d87.s16,"Drugs that inhibit cytochrome P450IID6, such as quinidine , might increase the plasma concentrations of flecainide in patients that are on chronic flecainide therapy;"
DDI-DrugBank.d87.s17,especially if these patients are extensive metabolizers.
DDI-DrugBank.d87.s18,There has been little experience with the coadministration of TAMBOCOR and either disopyramide or verapamil.
DDI-DrugBank.d87.s19,"Because both of these drugs have negative inotropic properties and the effects of coadministration with TAMBOCOR are unknown, neither disopyramide nor verapamil should be administered concurrently with TAMBOCOR unless, in the judgment of the physician, the benefits of this combination outweigh the risks."
DDI-DrugBank.d87.s20,There has been too little experience with the coadministration of TAMBOCOR with nifedipine or diltiazem to recommend concomitant use.
DDI-DrugBank.d478.s0,Ergot-containing drugs have been reported to cause prolonged vasospastic reactions.
DDI-DrugBank.d478.s1,"Because there is a theoretical basis that these effects may be additive, use of ergotamine-containing or ergot-type medications (like dihydroergotamine or methysergide) and naratriptan within 24 hours is contraindicated."
DDI-DrugBank.d478.s2,The administration of naratriptan with other 5-HT1 agonists has not been evaluated in migraine patients.
DDI-DrugBank.d478.s3,"Because their vasospastic effects may be additive, coadministration of naratriptan and other 5-HT1 agonists within 24 hours of each other is not recommended."
DDI-DrugBank.d478.s4,"Selective serotonin reuptake inhibitors (SSRIs) (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline) have been reported, rarely, to cause weakness, hyperreflexia, and incoordination when coadministered with 5-HTv agonists."
DDI-DrugBank.d478.s5,"If concomitant treatment with naratriptan and an SSRI is clinically warranted, appropriate observation of the patient is advised."
DDI-DrugBank.d478.s6,Drug/ Laboratory Test Interactions AMERGE Tablets are not known to interfere with commonly employed clinical laboratory tests.
DDI-DrugBank.d483.s0,Increases in serum creatinine have occurred when CEFOTAN was given alone.
DDI-DrugBank.d483.s1,"If CEFOTAN and an aminoglycoside are used concomitantly, renal function should be carefully monitored, because nephrotoxicity may be potentiated."
DDI-DrugBank.d483.s2,"Drug/Laboratory Test Interactions: The administration of CEFOTAN may result in a false positive reaction for glucose in the urine using Clinitest  , Benedicts solution, or Fehlings solution."
DDI-DrugBank.d483.s3,It is recommended that glucose tests based on enzymatic glucose oxidase be used.
DDI-DrugBank.d483.s4,"As with other cephalosporins, high concentrations of cefotetan may interfere with measurement of serum and urine creatinine levels by Jaffe  reaction and produce false increases in the levels of creatinine reported."
DDI-DrugBank.d477.s0,Hypertensive crises have resulted when sympathomimetic amines have been used concomitantly within14 days following use of monoamine oxidase inhibitors.
DDI-DrugBank.d477.s1,DIDREX should not be used concomitantly with other CNS stimulants.
DDI-DrugBank.d477.s2,Amphetamines may decrease the hypotensive effect of antihypertensives.
DDI-DrugBank.d477.s3,Amphetamines may enhance the effects of tricyclic antidepressants.
DDI-DrugBank.d477.s4,Urinary alkalinizing agents increase blood levels and decrease excretion of amphetamines.
DDI-DrugBank.d477.s5,Urinary acidifying agents decrease blood levels and increase excretion of amphetamines.
DDI-DrugBank.d247.s0,"Epinephrine should be used cautiously in patients with hyperthyroidism, hypertension and cardiac arrhythmias."
DDI-DrugBank.d247.s1,All vasopressors should be used cautiously in patients taking monoamine oxidase (MAO) inhibitors.
DDI-DrugBank.d247.s2,Epinephrine should not be administered concomitantly with other sympathomimetic drugs (such as isoproterenol) because of possible additive effects and increased toxicity.
DDI-DrugBank.d247.s3,Combined effects may induce serious cardiac arrhythmias.
DDI-DrugBank.d247.s4,They may be administered alternately when the preceding effect of other such drug has subsided.
DDI-DrugBank.d247.s5,"Administration of epinephrine to patients receiving cyclopropane or halogenated hydrocarbon general anesthetics such as halothane which sensitize the myocardium, may induce cardiac arrhythmia.."
DDI-DrugBank.d247.s6,"When encountered, such arrhythmias may respond to administration of a beta-adrenergic blocking drug."
DDI-DrugBank.d247.s7,"Epinephrine also should be used cautiously with other drugs (e.g., digitalis, glycosides) that sensitize the myocardium to the actions of sympathomimetic drugs."
DDI-DrugBank.d247.s8,Diuretic agents may decrease vascular response to pressor drugs such as epinephrine.
DDI-DrugBank.d247.s9,Epinephrine may antagonize the neuron blockade produced by guanethidine resulting in decreased antihypertensive effect and requiring increased dosage of the latter.
DDI-DrugBank.d109.s0,"Ketoconazole/Itraconazole, Macrolides, Including Erythromycin"
DDI-DrugBank.d436.s0,"No drug, nutritional supplement, food or herb interactions have yet been reported."
DDI-DrugBank.d448.s0,MAO inhibitors prolong and intensify the effects of antihistamines.
DDI-DrugBank.d448.s1,"Concomitant use of antihistamines with alcohol, tricyclic antidepressants, barbiturates, or other central nervous system depressants may have an additive effect."
DDI-DrugBank.d448.s2,"When sympathomimetic drugs are given to patients receiving monoamine oxidase inhibitors, hypertensive reactions, including hypertensive crises, may occur."
DDI-DrugBank.d448.s3,"The antihypertensive effects of methyldopa, mecamylamine, reserpine, and veratrum alkaloids may be reduced by sympathomimetics."
DDI-DrugBank.d448.s4,Beta-adrenergic blocking agents may also interact with sympathomimetics.
DDI-DrugBank.d448.s5,Increased ectopic pacemaker activity can occur when pseudoephedrine is used concomitantly with digitalis.
DDI-DrugBank.d448.s6,"Antacids increase the rate of absorption of pseudoephedrine, while kaolin decreases it."
DDI-DrugBank.d506.s0,"If phenytoin or other hepatic enzyme inducers are taken concurrently with Norpace or Norpace CR, lower plasma levels of disopyramide may occur."
DDI-DrugBank.d506.s1,Monitoring of disopyramide plasma levels is recommended in such concurrent use to avoid ineffective therapy.
DDI-DrugBank.d506.s2,"Other antiarrhythmic drugs (eg, quinidine, procainamide, lidocaine, propranolol) have occasionally been used concurrently with Norpace."
DDI-DrugBank.d506.s3,Excessive widening of the QRS complex and/or prolongation of the Q-T interval may occur in these situations.
DDI-DrugBank.d506.s4,"In healthy subjects, no significant drug-drug interaction was observed when Norpace was coadministered with either propranolol or diazepam."
DDI-DrugBank.d506.s5,Concomitant administration of Norpace and quinidine resulted in slight increases in plasma disopyramide levels and slight decreases in plasma quinidine levels.
DDI-DrugBank.d506.s6,Norpace does not increase serum digoxin levels.
DDI-DrugBank.d506.s7,Patients taking disopyramide phosphate and erythromycin concomitantly may develop increased serum concentrations of disopyramide resulting in excessive widening of the QRS complex and/or prolongation of the Q-T interval.
DDI-DrugBank.d506.s8,Patients taking disopyramide phosphate and hepatic enzyme inhibitors concomitantly should be closely monitored.
DDI-DrugBank.d506.s9,"Until data on possible interactions between verapamil and disopyramide phosphate are obtained, disopyramide should not be administered within 48 hours before or 24 hours after verapamil administration."
DDI-DrugBank.d245.s0,"The hypoglycemic action of sulfonylurea may be potentiated by certain drugs including nonsteroidal anti-inflammatory agents and other drugs that are highly protein bound, salicylates, sulfonamides, chloramphenicol, probenecid, coumarins, monoamine oxidase inhibitors, and beta adrenergic blocking agents."
DDI-DrugBank.d245.s1,"When such drugs are administered to a patient receiving DIABINESE, the patient should be observed closely for hypoglycemia."
DDI-DrugBank.d245.s2,"When such drugs are withdrawn from a patient receiving DIABINESE, the patient should be observed closely for loss of control."
DDI-DrugBank.d245.s3,Certain drugs tend to produce hyperglycemia and may lead to loss of control.
DDI-DrugBank.d245.s4,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel blocking drugs, and isoniazid."
DDI-DrugBank.d245.s5,"When such drugs are administered to a patient receiving DIABINESE, the patient should be closely observed for loss of control."
DDI-DrugBank.d245.s6,"When such drugs are withdrawn from a patient receiving DIABINESE, the patient should be observed closely for hypoglycemia."
DDI-DrugBank.d245.s7,"Since animal studies suggest that the action of barbiturates may be prolonged by therapy with chlorpropamide, barbiturates should be employed with caution."
DDI-DrugBank.d245.s8,"In some patients, a disulfiram-like reaction may be produced by the ingestion of alcohol."
DDI-DrugBank.d245.s9,A potential interaction between oral miconazole and oral hypoglycemic agents leading to severe hypoglycemia has been reported.
DDI-DrugBank.d245.s10,"Whether this interaction also occurs with the intravenous, topical, or vaginal preparations of miconazole is not known."
DDI-DrugBank.d391.s0,No separate information available
DDI-DrugBank.d2.s0,PROSTIN E2 may augment the activity of other oxytocic drugs.
DDI-DrugBank.d2.s1,Concomitant use with other oxytocic agents is not recommended.
DDI-DrugBank.d465.s0,The vasodilating effects of isosorbide dinitrate may be additive with those of other vasodilators.
DDI-DrugBank.d465.s1,"Alcohol, in particular, has been found to exhibit additive effects of this variety."
DDI-DrugBank.d89.s0,Cytochrome P450 1A2 (CYP1A2) is known to be the major enzyme involved in the metabolism of caffeine.
DDI-DrugBank.d89.s1,"Therefore, caffeine has the potential to interact with drugs that are substrates for CYP1A2, inhibit CYP1A2, or induce CYP1A2."
DDI-DrugBank.d89.s2,Few data exist on drug interactions with caffeine in preterm neonates.
